"","source_id","author","year","journal","citation","table_figure"
"97","0001H8AKW67DC9BJTRGWDXCREW","Vlach",2013,"Knowledge and Management of Aquatic Ecosystems","Vlach, P., Švátora, M., & Dušek, J. (2013). The food niche overlap of five fish species in the Úpoř brook (Central Bohemia). Knowledge and Management of Aquatic Ecosystems, (411), 04.","tbl_3"
"98","0001H8AKSM3AWQTRAPZ1ZSXX2D","Adalsteinsson",1979,"Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake M�vatn. Oikos, 228-231.","tbl_1"
"99","0001H8AKSM0SPZ7C7KRHD1RRKB","Adalsteinsson",1979,"Oikos","Adalsteinsson, H. (1979). Size and food of Arctic char Salvelinus alpinus and stickleback Gasterosteus aculeatus in Lake M�vatn. Oikos, 228-231.","tbl_2"
"100","0001H8AKSNHAG54A5GWW8PQCW5","Aranha",1998,"International Journal of Tropical Biology and Conservation","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biolog�a Tropical, 46(4), 951-959.","tbl_3"
"101","0001H8AKSPZ1DB4E1BY30DC9Y7","Dorgeloh",1994,"Water SA","Dorgeloh, W. G. (1994). Diet and food selection of Barbus aeneus, Clarias gariepinus and Oncorhynchus mykiss in a clear man-made lake, South Africa. Water SA, 20(1), 91-98.","tbl_1"
"102","0001H8AKSPD3GDMX1CB2TYP6Z2","Frost",1946,"Journal of Animal Ecology","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl_2"
"103","0001H8AKSPHSGW8AX653MWNPFP","Frost",1946,"Journal of Animal Ecology","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl_3"
"104","0001H8AKSPGGXFJCBN2XT0S172","Frost",1946,"Journal of Animal Ecology","Frost, W. E. (1946). Observations on the food of eels (Anguilla anguilla) from the Windermere catchment area. The Journal of Animal Ecology, 43-53.","tbl_5"
"105","0001H8AKSPDCFS58K5JABFJVVD","Getachew",1989,"Hydrobiologia","Getachew, T., & Fernando, C. H. (1989). The food habits of an herbivorous fish (Oreochromis niloticus Linn.) in Lake Awasa, Ethiopia. Hydrobiologia, 174(3), 195-200.","tbl_2"
"106","0001H8AKSPPWP60V5YBWVHW060","Heins",1975,"American Midland Naturalist","Heins, D. C., & Clemmer, G. H. (1975). Ecology, foods and feeding of the longnose shiner, Notropis longirostris (Hay), in Mississippi.�American Midland Naturalist, 284-295.","tbl_4"
"107","0001H8AKSPCP83PB0W1VZC9WXM","Heins",1975,"American Midland Naturalist","Heins, D. C., & Clemmer, G. H. (1975). Ecology, foods and feeding of the longnose shiner, Notropis longirostris (Hay), in Mississippi.�American Midland Naturalist, 284-295.","tbl_5"
"108","0001H8AKSQSC8HP2SNTP27H3CR","Maddern",2007,"Journal of the Royal Society of Western Australia","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia.�Journal of the Royal Society of Western Australia,�90(4), 203-214.","tbl_3"
"109","0001H8AKSQBA8QGKT6B899G2V7","Mendes",2014,"Revista Brasileira de Zooci�ncias","Mendes, L. B., Borges, J. A. T., da Silva, M. J., da Costa Ramos, R. T., & Medeiros, E. S. F. (2011). Food habits of Triportheus signatus (Teleostei, Characidae) in a Brazilian semi-arid intermittent river. Revista Brasileira de Zooci�ncias, 13(1, 2, 3).","tbl_3"
"110","0001H8AKSR3D222MCJ47Y7H4EV","Montana",2009,"Icthyology","Monta�a, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river.�Neotropical Ichthyology,�7(2), 267-274.","tbl_1"
"111","0001H8AKSRWT5XD99PBN391BEG","Montana",2009,"Icthyology","Monta�a, C. G., & Winemiller, K. O. (2009). Comparative feeding ecology and habitats use of Crenicichla species (Perciformes: Cichlidae) in a Venezuelan floodplain river.�Neotropical Ichthyology,�7(2), 267-274.","tbl_1"
"112","0001H8AKTWPDZCB8AMVR7VE5PM","Adjibade",2019,"International Journal of Fisheries and Aquatic Studies","Adjibade, K. N., Adite, A., Arame, H., & Sidi, R. (2019). Feeding ecology of Marcusenius senegalensis (Pisces: Osteoglossiformes: Mormyridae; Steindachner, 1870) from Niger River in Northern Benin.","tbl_1"
"113","0001H8AKTXQ8M807BSX3KWHB7S","Alcaraz",2007,"Environmental Biology of Fishes","Alcaraz, C., & GarcíaBerthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193207.","tbl_1"
"114","0001H8AKTXC11474PW2316Z6KJ","Alekseyev",2014,"Journal of Ichthyology","Alekseyev, S. S., Gordeeva, N. V., Matveev, A. N., Samusenok, V. P., Vokin, A. I., & Yur’ev, A. L. (2014). Three sympatric forms of Arctic charr Salvelinus alpinus complex (Salmoniformes, Salmonidae) from Lake Kamkanda, northern Transbaikalia. Journal of Ichthyology, 54(6), 384-408.","tbl_2"
"115","0001H8AKTXT2VP539012GN003P","Allen",1938,"The Journal of Animal Ecology","Allen, K. R. (1938). Some observations on the biology of the trout (Salmo trutta) in Windermere. The Journal of Animal Ecology, 333-349.","tbl_7"
"116","0001H8AKTYRPB9BE5P2RF5JTRE","Andraso",2017,"Environmental Biology of Fishes","Andraso, G., Blank, N., Shadle, M. J., DeDionisio, J. L., & Ganger, M. T. (2017). Associations between food habits and pharyngeal morphology in the round goby (Neogobius melanostomus). Environmental Biology of Fishes, 100(9), 1069-1083.","tbl_2"
"117","0001H8AKTYJSCE4JAG0ZCMW4ZA","Andraso",2017,"Environmental Biology of Fishes","Andraso, G., Blank, N., Shadle, M. J., DeDionisio, J. L., & Ganger, M. T. (2017). Associations between food habits and pharyngeal morphology in the round goby (Neogobius melanostomus). Environmental Biology of Fishes, 100(9), 1069-1083.","tbl_2"
"118","0001H8AKTYBP8F0FPJM05E6F8R","Andraso",2017,"Environmental Biology of Fishes","Andraso, G., Blank, N., Shadle, M. J., DeDionisio, J. L., & Ganger, M. T. (2017). Associations between food habits and pharyngeal morphology in the round goby (Neogobius melanostomus). Environmental Biology of Fishes, 100(9), 1069-1083.","tbl_2"
"119","0001H8AKTYDPX6ZJV6NPY74TNH","Applegate",1966,"Southeastern Association of Game and Fish Commissioners","Applegate, R. L. (1966). Food and growth of six centrarchids from shoreline areas of Bull Shoals Reservoir. In Southeast. Assoc. Game and Fish Commrs. 20th Ann. Conf. (pp. 469-481).","tbl_1"
"120","0001H8AKTYF675KH3ZX638AB4T","Atobatele",2011,"Revista de Biología Tropical","Atobatele, O. E., & Ugwumba, A. O. (2011). Condition factor and diet of Chrysichthys nigrodigitatus and Chrysichthys auratus (Siluriformes: Bagridae) from Aiba Reservoir, Iwo, Nigeria. Revista de Biología Tropical, 59(3), 1233-1244.","tbl_3"
"121","0001H8AKTZ18RE878VFNN1RF1J","Bailey",1952,"Copeia","Bailey, J. E. (1952). Life history and ecology of the sculpin Cottus bairdi punctulatus in southwestern Montana. Copeia, 1952(4), 243-255.","tbl_2"
"122","0001H8AKTZW7KJK3JMKZW5AMGJ","Bailey",1952,"Copeia","Bailey, J. E. (1952). Life history and ecology of the sculpin Cottus bairdi punctulatus in southwestern Montana. Copeia, 1952(4), 243-255.","tbl_3"
"123","0001H8AKTZGDW5PPG34TG2QRWS","Ball",1961,"In Proceedings of the Zoological Society of London","Ball, J. N. (1961, December). On the food of the brown trout of Llyn Tegid. In Proceedings of the Zoological Society of London (Vol. 137, No. 4, pp. 599-622). Oxford, UK: Blackwell Publishing Ltd.","tbl_2"
"124","0001H8AKTZKNC6FRS37SZ6DEJX","Bob-Manuel",2013,"Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl_1"
"125","0001H8AKTZJZ32R0HZ2W12NWZC","Bob-Manuel",2013,"Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl_2"
"126","0001H8AKTZ7VH5EF5KDJYGRPT6","Brown",1938,"The Journal of Wildlife Management","Brown, C. J. D. (1938). The feeding habits of the Montana grayling (Thymallus montanus). The Journal of Wildlife Management, 2(3), 135-145.","tbl_1"
"127","0001H8AKTZ2C7VMR6Y1VE4DHX9","Brown",1938,"The Journal of Wildlife Management","Brown, C. J. D. (1938). The feeding habits of the Montana grayling (Thymallus montanus). The Journal of Wildlife Management, 2(3), 135-145.","tbl_2"
"128","0001H8AKV073DW4E5GD7D435VY","Brown",1938,"The Journal of Wildlife Management","Brown, C. J. D. (1938). The feeding habits of the Montana grayling (Thymallus montanus). The Journal of Wildlife Management, 2(3), 135-145.","tbl_3"
"129","0001H8AKV0ZNHAJYXY0S5XRFKH","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_10"
"130","0001H8AKV1AS5SJMVVRPMAF87B","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_11"
"131","0001H8AKV17FB3ZPG3JWW3PH1D","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_12"
"132","0001H8AKV1V47SXZQSSXS870JH","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_2"
"133","0001H8AKV1KSEGTJE408S3SVTX","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_3"
"134","0001H8AKV14X0BHWMV2NDXC6S7","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_4"
"135","0001H8AKV147DQF1K5FV0TZ22E","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_4b"
"136","0001H8AKV1K65H6XJJJC50WPAM","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_5"
"137","0001H8AKV1DQVSMVP38C0720ZW","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_6"
"138","0001H8AKV1T0RTY2MD3B1NS6P2","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_7"
"139","0001H8AKV2CEMT704FZSFGRMQ6","Cable",1927,"University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).","tbl_8"
"140","0001H8AKV2HY2ASQKP9S333CT1","Cadwallader",1975,"Marine and Freshwater Research","Cadwallader, P. L. (1975). The food of the New Zealand common river galaxias, Galaxias vulgaris Stokell (Pisces: Salmoniformes). Marine and Freshwater Research, 26(1), 15-30.","tbl_4"
"141","0001H8AKV2P0RZMENDN8C8AC7Y","Clarkson",1988,"American Society of Ichthyologists","Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.","tbl_4"
"142","0001H8AKV3ED0Y20BPHTVY62G7","Cordes",1980,"American Midland Naturalist","Cordes, L. E., & Page, L. M. (1980). Feeding chronology and diet composition of two darters (Percidae) in the Iroquois River system, Illinois. American Midland Naturalist, 202-206.","tbl_1"
"143","0001H8AKV30XC1CAPXP3XTHKAD","Cordes",1980,"American Midland Naturalist","Cordes, L. E., & Page, L. M. (1980). Feeding chronology and diet composition of two darters (Percidae) in the Iroquois River system, Illinois. American Midland Naturalist, 202-206.","tbl_1b"
"144","0001H8AKV35G71AMQFX4NYE7KV","Costa",1979,"Internationale Revue der gesamten Hydrobiologie und Hydrographie","Costa, H. H. (1979). The food and feeding chronology of yellow perch (Perca flavescens) in Lake Washington. Internationale Revue der gesamten Hydrobiologie und Hydrographie, 64(6), 783-793.","tbl_3"
"145","0001H8AKV38SXATRJ8PNAMTQYD","Costa",2015,"Acta Amazonica","Costa, I. D. D., & Soares, M. O. (2015). The seasonal diet of Aequidens tetramerus (Cichlidae) in a small forest stream in the Machado River basin, Rondônia, Brazil. Acta Amazonica, 45(4), 365-372.","tbl_2"
"146","0001H8AKV330V9JFH4AYV5ZMYJ","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_10"
"147","0001H8AKV3SPFHTPXZV2ZZ8YAX","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_11"
"148","0001H8AKV47GY5Z3R778ABKWDM","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_2"
"149","0001H8AKV48QR5CM58TP2QBMMK","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_4"
"150","0001H8AKV48AKY2PRABNH01BAX","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_5"
"151","0001H8AKV4R5DCWGRCRJ28HD90","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_6"
"152","0001H8AKV4VS7WXKY13RMENVJQ","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_7"
"153","0001H8AKV4AMCNJ6Y1BTSV1CT3","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_8"
"154","0001H8AKV4KGYK9KVD842G726J","Darnell",1958,"University of Texas Marine Science Institute","Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.","tbl_9"
"155","0001H8AKV52CMCZ9YT1AP2ZQGQ","Delariva",2007,"Brazilian Archives of Biology and Technology","Delariva, R. L., Hahn, N. S., & Gomes, L. C. (2007). Diet of a catfish before and after damming of the Salto Caxias Reservoir, Iguaçu River. Brazilian Archives of Biology and Technology, 50(5), 767-775.","tbl_1"
"156","0001H8AKV5V79D8QX17HMVWP4Q","Driscoll",1999,"Journal of Freshwater Ecology","Driscoll, M. P., & Miranda, L. E. (1999). Diet ecology of yellow bass, Morone mississippiensis, in an oxbow of the Mississippi River. Journal of Freshwater Ecology, 14(4), 477-486.","tbl_1"
"157","0001H8AKV64B2M64V1DQ24NWMB","Dudgeon",1987,"Ecological Applications","Dudgeon, D. (1987). Niche specificities of four fish species (Homalopteridae, Cobitidae and Gobiidae) in a Hong Kong forest stream. Archiv f. Hydrobiologie, 108, 349-364.","tbl_5"
"158","0001H8AKV64B2M64V1DQ24NWMB","Dudgeon",1987,"Ecological Applications","Dudgeon, D. (1987). Niche specificities of four fish species (Homalopteridae, Cobitidae and Gobiidae) in a Hong Kong forest stream. Archiv f. Hydrobiologie, 108, 349-364.","tbl_6"
"159","0001H8AKV6K9YG92YB3RN3FBTG","Edds",2002,"Journal of Fish Biology",NA,"tbl_1"
"160","0001H8AKV6K9YG92YB3RN3FBTG","Edds",2003,"Journal of Fish Biology",NA,"tbl_1"
"161","0001H8AKV61ZJKVG7A22V9QJVJ","Edds",2002,"Journal of Fish Biology",NA,"tbl_2"
"162","0001H8AKV6KSZMQR3XEZA5JMB7","Elakhame",2006,"Tropical Freshwater Biology","Elakhame, L. A. (2006). The distribution, feeding and reproduction of Clarioid species in Epie creek floodplain of the Niger delta, Nigeria. Tropical Freshwater Biology, 15(1), 83-94.","tbl_3"
"163","0001H8AKV6EYAD1CHN119FPRKX","Elliot",1967,"Journal of Applied Ecology","Elliott, J. M. (1967). The food of trout (Salmo trutta) in a Dartmoor stream. Journal of Applied Ecology, 59-71.","tbl_2"
"164","0001H8AKV7612CMMMGGZHFBY2J","Ellison",1980,"California fish and game","Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.","tbl_2"
"165","0001H8AKV75FRTZD91A04Q7P64","Elrod",1981,"New York Fish and Game Journal","Elrod, J. H., Busch, W. D. N., Griswold, B. L., Schneider, C. P., & Wolfert, D. R. (1981). Food of white perch, rock bass and yellow perch in eastern Lake Ontario. New York Fish and Game Journal, 28(2), 191-201.","tbl_3"
"166","0001H8AKV7Q3GAQKQ7HNQ6T9HX","FaçAde",1971,"Journal of Fish Biology","Facade, S. O. (1971). The food and feeding habits of Tilapia species in the Lagos lagoon. Journal of Fish Biology, 3(2), 151-156.","tbl_2"
