author,year,journal,citation,table_figure,source_id
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 12,88
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 2,89
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 3,90
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 4,91
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 4b,92
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 5,93
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 6,94
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 7,95
Cable,1927,"Doctoral dissertation, University of South Dakota","Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl 8,96
Cadwallader,1975,Marine and Freshwater Research,"Cadwallader, P. L. (1975). The food of the New Zealand common river galaxias, Galaxias vulgaris Stokell (Pisces: Salmoniformes). Marine and Freshwater Research, 26(1), 15-30.",tbl 4,98
Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl4,114
Cordes & Page,1980,American Midland Naturalist,"Cordes, L. E., & Page, L. M. (1980). Feeding chronology and diet composition of two darters (Percidae) in the Iroquois River system, Illinois. American Midland Naturalist, 202-206.",tbl 1,122
Cordes & Page,1980,American Midland Naturalist,"Cordes, L. E., & Page, L. M. (1980). Feeding chronology and diet composition of two darters (Percidae) in the Iroquois River system, Illinois. American Midland Naturalist, 202-206.",tbl 1b,123
Costa,1979,Internationale Revue der gesamten Hydrobiologie und Hydrographie,"Costa, H. H. (1979). The food and feeding chronology of yellow perch (Perca flavescens) in Lake Washington. Internationale Revue der gesamten Hydrobiologie und Hydrographie, 64(6), 783-793.",tbl 3,125
Costa & Soares,2015,Acta Amazonica,"Costa, I. D. D., & Soares, M. O. (2015). The seasonal diet of Aequidens tetramerus (Cichlidae) in a small forest stream in the Machado River basin, Rondônia, Brazil. Acta Amazonica, 45(4), 365-372.",tbl 2,126
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 10,144
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 11,145
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 2,147
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 4,149
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 5,150
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 6,151
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 7,152
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 8,153
Darnell,1958,Publ. Inst. Mar. Sci. Univ. Tex,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl 9,154
Delariva et al.,2007,Brazilian Archives of Biology and Technology,"Delariva, R. L., Hahn, N. S., & Gomes, L. C. (2007). Diet of a catfish before and after damming of the Salto Caxias Reservoir, Iguaçu River. Brazilian Archives of Biology and Technology, 50(5), 767-775.",tbl 1,161
Driscoll,1999,Journal of Freshwater Ecology,"Driscoll, M. P., & Miranda, L. E. (1999). Diet ecology of yellow bass, Morone mississippiensis, in an oxbow of the Mississippi River. Journal of Freshwater Ecology, 14(4), 477-486.",tbl 1,174
Dudgeon,1987,Ecological Applications,"Dudgeon, D. (1987). Niche specificities of four fish species (Homalopteridae, Cobitidae and Gobiidae) in a Hong Kong forest stream. Archiv f. Hydrobiologie, 108, 349-364.",tbl 5,175
Dudgeon,1987,Ecological Applications,"Dudgeon, D. (1987). Niche specificities of four fish species (Homalopteridae, Cobitidae and Gobiidae) in a Hong Kong forest stream. Archiv f. Hydrobiologie, 108, 349-364.",tbl 6,176
Edds et al.,2002,Journal of Fish Biology,NA,tbl 1,181
Edds et al.,2003,Journal of Fish Biology,NA,tbl 1,183
Edds et al.,2002,Journal of Fish Biology,NA,tbl 2,182
Elakhame,2006,Tropical Freshwater Biology,"Elakhame, L. A. (2006). The distribution, feeding and reproduction of Clarioid species in Epie creek floodplain of the Niger delta, Nigeria. Tropical Freshwater Biology, 15(1), 83-94.",tbl3,186
Elliot,1967,Journal of Applied Ecology,"Elliott, J. M. (1967). The food of trout (Salmo trutta) in a Dartmoor stream. Journal of Applied Ecology, 59-71.",tbl 2,189
Ellison,1980,California fish and game,"Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.",tbl 2,192
Elrod et al.,1981,New York Fish and Game Journal,"Elrod, J. H., Busch, W. D. N., Griswold, B. L., Schneider, C. P., & Wolfert, D. R. (1981). Food of white perch, rock bass and yellow perch in eastern Lake Ontario. New York Fish and Game Journal, 28(2), 191-201.",tbl 3,193
Façade,1971,Journal of Fish Biology,"Facade, S. O. (1971). The food and feeding habits of Tilapia species in the Lagos lagoon. Journal of Fish Biology, 3(2), 151-156.",tbl 2,202
Facade & Olaniyan,1973,Journal of Fish Biology,"Facade, S. O., & Olaniyan, C. I. O. (1973). The food and feeding interrelationship of the fishes in the Lagos lagoon. Journal of Fish Biology, 5(2), 205-225.",tbl 6,199
Facade & Olaniyan,1973,Journal of Fish Biology,"Facade, S. O., & Olaniyan, C. I. O. (1973). The food and feeding interrelationship of the fishes in the Lagos lagoon. Journal of Fish Biology, 5(2), 205-225.",tbl 10,197
Fagbenro,1992,Tropical Zoology,"Fagbenro, O. A. (1992). The dietary habits of the clariid catfish, Heterobranchus bidorsalis (Geoffroy St. Hilaire 1809) in Owena Reservoir, Southwestern Nigeria. Tropical Zoology, 5(1), 11-17.",tbl1,201
Ferreira et al.,2013,Studies on neotropical fauna and environment,"Ferreira, G. L., Lopes, V. G., Cantarino Gomes, J. H., & Castelo Branco, C. W. (2013). Condition factor and diet of the catfish Loricariichthys castaneus (Castelnau, 1855): gender differences in three tropical reservoirs. Studies on neotropical fauna and environment, 48(3), 190-198.",tbl 3,205
Fochetti et al.,2008,Belg. J. Zool.,"Fochetti, R., Argano, R., & Tierno de Figueroa, J. M. (2008). Feeding ecology of various age-classes of brown trout in River Nera, Central Italy.",tbl 2,211
Franz & Cordone,1970,California Fish and Game,"Frantz, T. C., & Cordone, A. J. (1970). Food of lake trout in Lake Tahoe. California Fish and Game, 56(1).",tbl 3,215
Franz & Cordone,1970,California Fish and Game,"Frantz, T. C., & Cordone, A. J. (1970). Food of lake trout in Lake Tahoe. California Fish and Game, 56(1).",tbl 4,216
Galat,1983,TAFS,"Galat, D. L., & Vucinich, N. (1983). Food partitioning between young of the year of two sympatric tui chub morphs. Transactions of the American Fisheries Society, 112(4), 486-497.",tbl1,225
Gerking,1962,Ecological Monographs,"Gerking, S. D. (1962). Production and food utilization in a population of bluegill sunfish. Ecological Monographs, 32(1), 31-78.",tbl 14,236
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl 3,247
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl 4,248
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl 5,249
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl 6,250
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl 8,251
Michael & Ferreira,1983,Revista Brasileira de Zoologia,"Michael, G., & Ferreira, E. J. (1983). Shrimp-eating fishes and a case of prey-switching in Amazon Rivers. Revista Brasileira de Zoologia, 2(3), 85-97.",tbl 2,484
Michael & Ferreira,1983,Revista Brasileira de Zoologia,"Michael, G., & Ferreira, E. J. (1983). Shrimp-eating fishes and a case of prey-switching in Amazon Rivers. Revista Brasileira de Zoologia, 2(3), 85-97.",tbl 3,485
Greenfield et al.,1983,Copeia,"Greenfield, D. W., Greenfield, T. A., & Brinton, S. L. (1983). Spatial and trophic interactions between Gambusia sexradiata and Gambusia puncticulata yucatana (Pisces: Poeciliidae) in Belize, Central America. Copeia, 598-607.",tbl 1,257
Greenfield et al.,1983,Copeia,"Greenfield, D. W., Greenfield, T. A., & Brinton, S. L. (1983). Spatial and trophic interactions between Gambusia sexradiata and Gambusia puncticulata yucatana (Pisces: Poeciliidae) in Belize, Central America. Copeia, 598-607.",tbl 2,258
Guilbard et al.,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl 2,264
Guilbard et al.,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl 3,265
Guilbard et al.,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl 4,266
Guilbard et al.,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl 5,267
Guilbard et al.,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl 6,268
Hahn and Cunha,2005,Brazilian Archives of Biology and Technology,"Hahn, N. S., & Cunha, F. (2005). Feeding and trophic ecomorphology of Satanoperca pappaterra (Pisces, Cichlidae) in the Manso reservoir, Mato Grosso state, Brazil. Brazilian Archives of Biology and Technology, 48(6), 10071012.",tbl 1,271
Hammar,1998,Nordic Journal of Freshwater Research,"Hammar, J. O. H. A. N. (1998). Interactive asymmetry and seasonal niche shifts in sympatric Arctic char (Salvelinus alpinus) and brown trout (Salmo trutta): evidence from winter diet and accumulation of radiocesium. Nordic Journal of Freshwater Research, 33-64.",tbl 2,274
Hanson and Qadri,1979,Canadian field naturalist,"HANSON, J., JM, H., & SU, O. (1979). Seasonal growth, food, and feeding habits of young-of-the-year black crappie in the Ottawa River.",tbl 1,276
Hazzard & Madsen,1933,Transactions of the American Fisheries Society,"Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.",tbl1,284
Hazzard & Madsen,1933,Transactions of the American Fisheries Society,"Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.",tbl 3,281
Hazzard & Madsen,1933,Transactions of the American Fisheries Society,"Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.",tbl 4,282
Hazzard & Madsen,1933,Transactions of the American Fisheries Society,"Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.",tbl 5,283
Hess & Tarzwell,1941,American Journal of Epidemiology,"Hess, A. D., & Tarzwell, C. M. (1941). The feeding habits of Gambusia affinis affinis, with special reference to the malaria mosquito, Anopheles quadrimaculatus.",tbl 1,295
Hess & Tarzwell,1941,American Journal of Epidemiology,"Hess, A. D., & Tarzwell, C. M. (1941). The feeding habits of Gambusia affinis affinis, with special reference to the malaria mosquito, Anopheles quadrimaculatus.",tbl 1b,296
Hodgson et al.,1997,Ecology of freshwater fish,"Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.",tbl 1,304
Hodgson et al.,1998,Ecology of freshwater fish,"Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.",tbl 2,305
Hodgson et al.,1999,Ecology of freshwater fish,"Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.",tbl 3,306
