author,year,journal,citation,table_figure,source_id
Cable,1927,University of South Dakota,"Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl_4b,92
Cable,1927,University of South Dakota,"Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl_5,93
Cable,1927,University of South Dakota,"Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl_6,94
Cable,1927,University of South Dakota,"Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl_7,95
Cable,1927,University of South Dakota,"Cable, L. E. (1927). Food of Bullheads in Certain Lakes of Eastern South Dakota (Doctoral dissertation, University of South Dakota).",tbl_8,96
Cadwallader,1975,Marine and Freshwater Research,"Cadwallader, P. L. (1975). The food of the New Zealand common river galaxias, Galaxias vulgaris Stokell (Pisces: Salmoniformes). Marine and Freshwater Research, 26(1), 15-30.",tbl_4,98
Clarkson,1988,American Society of Ichthyologists,"Clarkson, R. W., & Minckley, W. L. (1988). Morphology and foods of Arizona catostomid fishes: Catostomus insignis, Pantosteus clarki, and their putative hybrids. Copeia, 422-433.",tbl_4,114
Cordes,1980,American Midland Naturalist,"Cordes, L. E., & Page, L. M. (1980). Feeding chronology and diet composition of two darters (Percidae) in the Iroquois River system, Illinois. American Midland Naturalist, 202-206.",tbl_1,122
Cordes,1980,American Midland Naturalist,"Cordes, L. E., & Page, L. M. (1980). Feeding chronology and diet composition of two darters (Percidae) in the Iroquois River system, Illinois. American Midland Naturalist, 202-206.",tbl_1b,123
Costa,1979,Internationale Revue der gesamten Hydrobiologie und Hydrographie,"Costa, H. H. (1979). The food and feeding chronology of yellow perch (Perca flavescens) in Lake Washington. Internationale Revue der gesamten Hydrobiologie und Hydrographie, 64(6), 783-793.",tbl_3,125
Costa,2015,Acta Amazonica,"Costa, I. D. D., & Soares, M. O. (2015). The seasonal diet of Aequidens tetramerus (Cichlidae) in a small forest stream in the Machado River basin, Rondônia, Brazil. Acta Amazonica, 45(4), 365-372.",tbl_2,126
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_10,144
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_11,145
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_2,147
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_4,149
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_5,150
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_6,151
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_7,152
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_8,153
Darnell,1958,University of Texas Marine Science Institute,"Darnell, R. M. (1958). Food habits of fishes and large invertebrate of Lake Pontchartrain, Louisiana, an estuarine community. Publ. Inst. Mar. Sci. Univ. Tex, 5, 353-416.",tbl_9,154
Delariva,2007,Brazilian Archives of Biology and Technology,"Delariva, R. L., Hahn, N. S., & Gomes, L. C. (2007). Diet of a catfish before and after damming of the Salto Caxias Reservoir, Iguaçu River. Brazilian Archives of Biology and Technology, 50(5), 767-775.",tbl_1,161
Driscoll,1999,Journal of Freshwater Ecology,"Driscoll, M. P., & Miranda, L. E. (1999). Diet ecology of yellow bass, Morone mississippiensis, in an oxbow of the Mississippi River. Journal of Freshwater Ecology, 14(4), 477-486.",tbl_1,174
Dudgeon,1987,Ecological Applications,"Dudgeon, D. (1987). Niche specificities of four fish species (Homalopteridae, Cobitidae and Gobiidae) in a Hong Kong forest stream. Archiv f. Hydrobiologie, 108, 349-364.",tbl_5,175
Dudgeon,1987,Ecological Applications,"Dudgeon, D. (1987). Niche specificities of four fish species (Homalopteridae, Cobitidae and Gobiidae) in a Hong Kong forest stream. Archiv f. Hydrobiologie, 108, 349-364.",tbl_6,176
Edds,2002,NA,NA,tbl_1,181
Edds,2003,NA,NA,tbl_1,183
Edds,2002,NA,NA,tbl_2,182
Elakhame,2006,Tropical Freshwater Biology,"Elakhame, L. A. (2006). The distribution, feeding and reproduction of Clarioid species in Epie creek floodplain of the Niger delta, Nigeria. Tropical Freshwater Biology, 15(1), 83-94.",tbl_3,186
Elliot,1967,Journal of Applied Ecology,"Elliott, J. M. (1967). The food of trout (Salmo trutta) in a Dartmoor stream. Journal of Applied Ecology, 59-71.",tbl_2,189
Ellison,1980,NA,"Ellison, J. P. (1980). DIETS OF MOUNTAIN WHITEFISH, PROSOPIUM WILLIAMSONI (GIRARD), AND BROOK TROUT, SALVELINUS FONTINALIS (MITCHELL), IN THE LITTLE WALKER RIVER, MONO COUNTY, CALIFORNIA.",tbl_2,192
Elrod,1981,New York Fish and Game Journal,"Elrod, J. H., Busch, W. D. N., Griswold, B. L., Schneider, C. P., & Wolfert, D. R. (1981). Food of white perch, rock bass and yellow perch in eastern Lake Ontario. New York Fish and Game Journal, 28(2), 191-201.",tbl_3,193
FaçAde,1971,NA,"Facade, S. O. (1971). The food and feeding habits of Tilapia species in the Lagos lagoon. Journal of Fish Biology, 3(2), 151-156.",tbl_2,202
Facade,1973,NA,"Facade, S. O., & Olaniyan, C. I. O. (1973). The food and feeding interrelationship of the fishes in the Lagos lagoon. Journal of Fish Biology, 5(2), 205-225.",tbl_6,199
Facade,1973,NA,"Facade, S. O., & Olaniyan, C. I. O. (1973). The food and feeding interrelationship of the fishes in the Lagos lagoon. Journal of Fish Biology, 5(2), 205-225.",tbl_10,197
Fagbenro,1992,Tropical Zoology,"Fagbenro, O. A. (1992). The dietary habits of the clariid catfish, Heterobranchus bidorsalis (Geoffroy St. Hilaire 1809) in Owena Reservoir, Southwestern Nigeria. Tropical Zoology, 5(1), 11-17.",tbl_1,201
Ferreira,2013,Studies on neotropical fauna and environment,"Ferreira, G. L., Lopes, V. G., Cantarino Gomes, J. H., & Castelo Branco, C. W. (2013). Condition factor and diet of the catfish Loricariichthys castaneus (Castelnau, 1855): gender differences in three tropical reservoirs. Studies on neotropical fauna and environment, 48(3), 190-198.",tbl_3,205
Fochetti,2008,Belgian Journal of Zoology,"Fochetti, R., Argano, R., & Tierno de Figueroa, J. M. (2008). Feeding ecology of various age-classes of brown trout in River Nera, Central Italy.",tbl_2,211
Franz,1970,California Fish and Game,"Frantz, T. C., & Cordone, A. J. (1970). Food of lake trout in Lake Tahoe. California Fish and Game, 56(1).",tbl_3,215
Franz,1970,California Fish and Game,"Frantz, T. C., & Cordone, A. J. (1970). Food of lake trout in Lake Tahoe. California Fish and Game, 56(1).",tbl_4,216
Galat,1983,Transactions of the American Fisheries Society,"Galat, D. L., & Vucinich, N. (1983). Food partitioning between young of the year of two sympatric tui chub morphs. Transactions of the American Fisheries Society, 112(4), 486-497.",tbl_1,225
Gerking,1962,Ecological Monographs,"Gerking, S. D. (1962). Production and food utilization in a population of bluegill sunfish. Ecological Monographs, 32(1), 31-78.",tbl_14,236
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl_3,247
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl_4,248
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl_5,249
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl_6,250
Goodson,1965,California Fish and Game,"Goodson Jr, L. F. (1965). Diets of four warmwater game fishes in a fluctuating, steep-sided, California reservoir. California Fish and Game, 51, 259-269.",tbl_8,251
Michael,1983,International Journal of Tropical Biology and Conservation,"Michael, G., & Ferreira, E. J. (1983). Shrimp-eating fishes and a case of prey-switching in Amazon Rivers. Revista Brasileira de Zoologia, 2(3), 85-97.",tbl_2,484
Michael,1983,International Journal of Tropical Biology and Conservation,"Michael, G., & Ferreira, E. J. (1983). Shrimp-eating fishes and a case of prey-switching in Amazon Rivers. Revista Brasileira de Zoologia, 2(3), 85-97.",tbl_3,485
Greenfield,1983,Copeia,"Greenfield, D. W., Greenfield, T. A., & Brinton, S. L. (1983). Spatial and trophic interactions between Gambusia sexradiata and Gambusia puncticulata yucatana (Pisces: Poeciliidae) in Belize, Central America. Copeia, 598-607.",tbl_1,257
Greenfield,1983,Copeia,"Greenfield, D. W., Greenfield, T. A., & Brinton, S. L. (1983). Spatial and trophic interactions between Gambusia sexradiata and Gambusia puncticulata yucatana (Pisces: Poeciliidae) in Belize, Central America. Copeia, 598-607.",tbl_2,258
Guilbard,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl_2,264
Guilbard,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl_3,265
Guilbard,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl_4,266
Guilbard,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl_5,267
Guilbard,2007,American Fisheries Society,"Guilbard, F. R. É. D. É. R. I. C., Munro, J. E. A. N., Dumont, P. I. E. R. R. E., Hatin, D. A. N. I. E. L., & Fortin, R. É. J. E. A. N. (2007). Feeding ecology of Atlantic sturgeon and lake sturgeon co-occurring in the St. Lawrence estuarine transition zone. In American Fisheries Society Symposium (Vol. 56, p. 85). American Fisheries Society.",tbl_6,268
Hahn,2005,Brazilian Archives of Biology and Technology,"Hahn, N. S., & Cunha, F. (2005). Feeding and trophic ecomorphology of Satanoperca pappaterra (Pisces, Cichlidae) in the Manso reservoir, Mato Grosso state, Brazil. Brazilian Archives of Biology and Technology, 48(6), 10071012.",tbl_1,271
Hammar,1998,Nordic Journal of Freshwater Research,"Hammar, J. O. H. A. N. (1998). Interactive asymmetry and seasonal niche shifts in sympatric Arctic char (Salvelinus alpinus) and brown trout (Salmo trutta): evidence from winter diet and accumulation of radiocesium. Nordic Journal of Freshwater Research, 33-64.",tbl_2,274
Hanson,1979,Canadian field naturalist,"HANSON, J., JM, H., & SU, O. (1979). Seasonal growth, food, and feeding habits of young-of-the-year black crappie in the Ottawa River.",tbl_1,276
Hazzard,1933,Transactions of the American Fisheries Society,"Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.",tbl_1,284
Hazzard,1933,Transactions of the American Fisheries Society,"Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.",tbl_3,281
Hazzard,1933,Transactions of the American Fisheries Society,"Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.",tbl_4,282
Hazzard,1933,Transactions of the American Fisheries Society,"Hazzard, A. S., & Madsen, M. J. (1933). Studies of the food of the cutthroat trout. Transactions of the American Fisheries Society, 63(1), 198-203.",tbl_5,283
Hess,1941,American Journal of Epidemiology,"Hess, A. D., & Tarzwell, C. M. (1941). The feeding habits of Gambusia affinis affinis, with special reference to the malaria mosquito, Anopheles quadrimaculatus.",tbl_1,295
Hess,1941,American Journal of Epidemiology,"Hess, A. D., & Tarzwell, C. M. (1941). The feeding habits of Gambusia affinis affinis, with special reference to the malaria mosquito, Anopheles quadrimaculatus.",tbl_1b,296
Hodgson,1997,NA,"Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.",tbl_1,304
Hodgson,1998,NA,"Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.",tbl_2,305
Hodgson,1999,NA,"Hodgson, J. R., He, X., Schindler, D. E., & Kitchell, J. F. (1997). Diet overlap in a piscivore community. Ecology of freshwater fish, 6(3), 144-149.",tbl_3,306
Huish,1957,Proceedings of the Southeastern Association of Fish and Wildlife Agencies,"Huish, M. T. (1957). Food habits of three centrarchidae in Lake George, Florida. In Proc. Ann. Conf. SE Game Fish Comm (Vol. 11, pp. 293-302).",tbl_1,311
Huish,1957,Proceedings of the Southeastern Association of Fish and Wildlife Agencies,"Huish, M. T. (1957). Food habits of three centrarchidae in Lake George, Florida. In Proc. Ann. Conf. SE Game Fish Comm (Vol. 11, pp. 293-302).",tbl_2,312
Huish,1957,Proceedings of the Southeastern Association of Fish and Wildlife Agencies,"Huish, M. T. (1957). Food habits of three centrarchidae in Lake George, Florida. In Proc. Ann. Conf. SE Game Fish Comm (Vol. 11, pp. 293-302).",tbl_3,313
Huish,1957,Proceedings of the Southeastern Association of Fish and Wildlife Agencies,"Huish, M. T. (1957). Food habits of three centrarchidae in Lake George, Florida. In Proc. Ann. Conf. SE Game Fish Comm (Vol. 11, pp. 293-302).",tbl_5,314
Idodo-Umeh,2002,Tropical Freshwater Biology,"Idodo-Umeh, G. (2002). The feeding ecology of bagrid species in river Ase, Niger Delta, Southern Nigeria. Tropical Freshwater Biology, 11(1), 47-68.",tbl_1,320
